"id","ICAO","IATA","Name","WTC","fileType","yrtext","season","year","phase","hasWTC","mean","median","p10","p90","stDev"
1,"FCBB","BZV","Brazzaville/Maya May",NA,"pdf","11S","Summer","11","Out",FALSE,15,15,12,19,4
5,"FCBB","BZV","Brazzaville/Maya May",NA,"pdf","11S","Summer","11","In",FALSE,7,6,3,11,4
1,"FCPP","PNR","Pointe Noire",NA,"pdf","11S","Summer","11","Out",FALSE,14,14,8,19,4
5,"FCPP","PNR","Pointe Noire",NA,"pdf","11S","Summer","11","In",FALSE,8,7,6,9,2
12,"FCPP","PNR","Pointe Noire",NA,"pdf","13W","Winter","13","In",FALSE,7,7,6,8,1
16,"FCPP","PNR","Pointe Noire",NA,"pdf","13W","Winter","13","Out",FALSE,15,15,13,18,3
7,"FCPP","PNR","Pointe Noire",NA,"xlsx","15W","Winter","15","In",FALSE,6.74242424242424,7,6,8,0.834569982257738
14,"FCPP","PNR","Pointe Noire",NA,"xlsx","15W","Winter","15","Out",FALSE,16.1367521367521,15,13,20,6.4606314185198
5,"FCPP","PNR","Pointe Noire",NA,"xlsx","16S","Summer","16","In",FALSE,6.67934782608696,7,6,8,0.789554490618887
12,"FCPP","PNR","Pointe Noire",NA,"xlsx","16S","Summer","16","Out",FALSE,16.1413043478261,15,13,18,6.98175846723763
8,"FCPP","PNR","Pointe Noire",NA,"xlsx","16W","Winter","16","In",FALSE,6.816,7,6,7,1.51009506216469
15,"FCPP","PNR","Pointe Noire",NA,"xlsx","16W","Winter","16","Out",FALSE,16.9055118110236,16,13,21,3.47652689046086
9,"FCPP","PNR","Pointe Noire",NA,"xlsx","17W","Winter","17","In",FALSE,6.95833333333333,7,6,8,0.982158772470998
24,"FCPP","PNR","Pointe Noire",NA,"xlsx","17W","Winter","17","Out",FALSE,14.5384615384615,14,12,17,3.02443628699819
1,"FGSL","SSG","Malabo/Santa Isabel",NA,"pdf","11S","Summer","11","Out",FALSE,13,12,10,15,3
5,"FGSL","SSG","Malabo/Santa Isabel",NA,"pdf","11S","Summer","11","In",FALSE,6,6,3,7,2
2,"FGSL","SSG","Malabo/Santa Isabel",NA,"pdf","11W","Winter","11","In",FALSE,6,6,3,7,2
3,"FGSL","SSG","Malabo/Santa Isabel",NA,"pdf","11W","Winter","11","Out",FALSE,13,12,10,16,3
12,"FGSL","SSG","Malabo/Santa Isabel",NA,"pdf","13W","Winter","13","In",FALSE,6,6,6,6,1
16,"FGSL","SSG","Malabo/Santa Isabel",NA,"pdf","13W","Winter","13","Out",FALSE,14,15,13,15,2
7,"FGSL","SSG","Malabo/Santa Isabel",NA,"xlsx","15W","Winter","15","In",FALSE,5.97560975609756,6,5,6,0.550162638161325
14,"FGSL","SSG","Malabo/Santa Isabel",NA,"xlsx","15W","Winter","15","Out",FALSE,11.396694214876,11,9,15,2.65040669471365
5,"FGSL","SSG","Malabo/Santa Isabel",NA,"xlsx","16S","Summer","16","In",FALSE,6.015625,6,6,6,0.802330130771278
12,"FGSL","SSG","Malabo/Santa Isabel",NA,"xlsx","16S","Summer","16","Out",FALSE,12.5670103092784,12,9,16,4.9920293286945
8,"FGSL","SSG","Malabo/Santa Isabel",NA,"xlsx","16W","Winter","16","In",FALSE,5.95121951219512,6,5,6,0.646021805701429
15,"FGSL","SSG","Malabo/Santa Isabel",NA,"xlsx","16W","Winter","16","Out",FALSE,10.9135802469136,11,9,14,2.24831898795632
1,"FIMP","MRU","Mauritius Plaisance",NA,"pdf","11S","Summer","11","Out",FALSE,15,14,12,18,4
5,"FIMP","MRU","Mauritius Plaisance",NA,"pdf","11S","Summer","11","In",FALSE,9,8,7,11,2
2,"FIMP","MRU","Mauritius Plaisance",NA,"pdf","11W","Winter","11","In",FALSE,13,8,6,12,78
3,"FIMP","MRU","Mauritius Plaisance",NA,"pdf","11W","Winter","11","Out",FALSE,15,14,10,19,4
12,"FIMP","MRU","Mauritius Plaisance",NA,"pdf","13W","Winter","13","In",FALSE,7,7,5,8,1
16,"FIMP","MRU","Mauritius Plaisance",NA,"pdf","13W","Winter","13","Out",FALSE,15,14,12,19,4
7,"FIMP","MRU","Mauritius Plaisance",NA,"xlsx","15W","Winter","15","In",FALSE,7.37647058823529,7,5,10,2.73851146812338
14,"FIMP","MRU","Mauritius Plaisance",NA,"xlsx","15W","Winter","15","Out",FALSE,14.5491606714628,14,11,18,3.48459598082811
5,"FIMP","MRU","Mauritius Plaisance",NA,"xlsx","16S","Summer","16","In",FALSE,7.48459383753501,7,5,10,2.26549921707031
12,"FIMP","MRU","Mauritius Plaisance",NA,"xlsx","16S","Summer","16","Out",FALSE,16.50656167979,16,12,21,4.15718578766445
8,"FIMP","MRU","Mauritius Plaisance",NA,"xlsx","16W","Winter","16","In",FALSE,8.0136186770428,7,6,11,2.953474403341
15,"FIMP","MRU","Mauritius Plaisance",NA,"xlsx","16W","Winter","16","Out",FALSE,15.3614232209738,14,11,21,4.10217654174554
9,"FIMP","MRU","Mauritius Plaisance",NA,"xlsx","17W","Winter","17","In",FALSE,7.46177370030581,7,6,10,2.06722559430393
24,"FIMP","MRU","Mauritius Plaisance",NA,"xlsx","17W","Winter","17","Out",FALSE,14.9715994020927,14,11,21,4.11009790314207
1,"FKKD","DLA","Douala",NA,"pdf","11S","Summer","11","Out",FALSE,13,13,10,18,4
5,"FKKD","DLA","Douala",NA,"pdf","11S","Summer","11","In",FALSE,6,5,3,8,6
2,"FKKD","DLA","Douala",NA,"pdf","11W","Winter","11","In",FALSE,5,5,3,7,2
3,"FKKD","DLA","Douala",NA,"pdf","11W","Winter","11","Out",FALSE,13,13,9,17,4
13,"FKKD","DLA","Douala",NA,"pdf","12S","Summer","12","Out",FALSE,13,12,8,17,4
14,"FKKD","DLA","Douala",NA,"pdf","13S","Summer","13","Out",FALSE,13,12,10,17,5
12,"FKKD","DLA","Douala",NA,"pdf","13W","Winter","13","In",FALSE,5,5,3,8,2
16,"FKKD","DLA","Douala",NA,"pdf","13W","Winter","13","Out",FALSE,13,12,10,17,3
1,"FKKD","DLA","Douala",NA,"xlsx","14S","Summer","14","In",FALSE,5.34736842105263,5,3,8,2.15136170194947
2,"FKKD","DLA","Douala",NA,"xlsx","14S","Summer","14","Out",FALSE,13.3464373464373,13,9,18,5.11593481197476
10,"FKKD","DLA","Douala",NA,"xlsx","14W","Winter","14","In",FALSE,5.62978723404255,5,3,8,2.35047866498235
23,"FKKD","DLA","Douala",NA,"xlsx","14W","Winter","14","Out",FALSE,12.840108401084,12,9,18,3.84819494517148
4,"FKKD","DLA","Douala",NA,"xlsx","15S","Summer","15","In",FALSE,5.65531062124249,6,3,9,2.15778846459498
11,"FKKD","DLA","Douala",NA,"xlsx","15S","Summer","15","Out",FALSE,11.0836501901141,11,6,16,4.68438528601952
7,"FKKD","DLA","Douala",NA,"xlsx","15W","Winter","15","In",FALSE,5.71724137931034,6,3,8,2.41449901894134
14,"FKKD","DLA","Douala",NA,"xlsx","15W","Winter","15","Out",FALSE,11.5724137931034,11,6,18,4.4841046871682
5,"FKKD","DLA","Douala",NA,"xlsx","16S","Summer","16","In",FALSE,5.32101167315175,5,3,8,2.20845137009048
12,"FKKD","DLA","Douala",NA,"xlsx","16S","Summer","16","Out",FALSE,12.2335329341317,12,7,17,4.14769252638297
8,"FKKD","DLA","Douala",NA,"xlsx","16W","Winter","16","In",FALSE,4.40213523131673,4,3,7,1.90071294787472
15,"FKKD","DLA","Douala",NA,"xlsx","16W","Winter","16","Out",FALSE,10.0684523809524,9,6,15,3.95248857758433
9,"FKKD","DLA","Douala",NA,"xlsx","17W","Winter","17","In",FALSE,5.06529209621993,5,3,7,1.72382838790215
24,"FKKD","DLA","Douala",NA,"xlsx","17W","Winter","17","Out",FALSE,11.5825242718447,11,6,17,5.11146712840512
1,"FKYS","NSI","Yaounde/Nsimalen",NA,"pdf","11S","Summer","11","Out",FALSE,14,14,10,18,4
5,"FKYS","NSI","Yaounde/Nsimalen",NA,"pdf","11S","Summer","11","In",FALSE,5,5,3,8,2
12,"FKYS","NSI","Yaounde/Nsimalen",NA,"pdf","13W","Winter","13","In",FALSE,5,4,3,7,2
16,"FKYS","NSI","Yaounde/Nsimalen",NA,"pdf","13W","Winter","13","Out",FALSE,14,13,10,19,3
7,"FKYS","NSI","Yaounde/Nsimalen",NA,"xlsx","15W","Winter","15","In",FALSE,5.05357142857143,5,4,7,1.55250976477371
14,"FKYS","NSI","Yaounde/Nsimalen",NA,"xlsx","15W","Winter","15","Out",FALSE,14.0772727272727,13,11,18,3.9849524977468
5,"FKYS","NSI","Yaounde/Nsimalen",NA,"xlsx","16S","Summer","16","In",FALSE,5.54395604395604,5,4,8,1.97658720284051
12,"FKYS","NSI","Yaounde/Nsimalen",NA,"xlsx","16S","Summer","16","Out",FALSE,14.153024911032,13,11,17,4.09896325255616
8,"FKYS","NSI","Yaounde/Nsimalen",NA,"xlsx","16W","Winter","16","In",FALSE,5.90740740740741,5,4,9,2.65817748136374
15,"FKYS","NSI","Yaounde/Nsimalen",NA,"xlsx","16W","Winter","16","Out",FALSE,14.0896551724138,13,11,18,2.83558058276948
9,"FKYS","NSI","Yaounde/Nsimalen",NA,"xlsx","17W","Winter","17","In",FALSE,5.88819875776398,5,4,9,2.30757932913442
24,"FKYS","NSI","Yaounde/Nsimalen",NA,"xlsx","17W","Winter","17","Out",FALSE,15.0616438356164,14,12,18,3.73837988649099
1,"FMEE","RUN","Reunion Island Intl/",NA,"pdf","11S","Summer","11","Out",FALSE,14,13,11,17,3
5,"FMEE","RUN","Reunion Island Intl/",NA,"pdf","11S","Summer","11","In",FALSE,6,6,5,8,2
2,"FMEE","RUN","Reunion Island Intl/",NA,"pdf","11W","Winter","11","In",FALSE,6,6,4,9,2
3,"FMEE","RUN","Reunion Island Intl/",NA,"pdf","11W","Winter","11","Out",FALSE,14,13,11,17,3
9,"FMEE","RUN","Reunion Island Intl/",NA,"pdf","12S","Summer","12","In",FALSE,6,6,5,8,2
13,"FMEE","RUN","Reunion Island Intl/",NA,"pdf","12S","Summer","12","Out",FALSE,13,13,11,16,2
10,"FMEE","RUN","Reunion Island Intl/",NA,"pdf","13S","Summer","13","In",FALSE,7,7,5,10,2
14,"FMEE","RUN","Reunion Island Intl/",NA,"pdf","13S","Summer","13","Out",FALSE,13,12,10,16,3
12,"FMEE","RUN","Reunion Island Intl/",NA,"pdf","13W","Winter","13","In",FALSE,6,6,4,8,2
16,"FMEE","RUN","Reunion Island Intl/",NA,"pdf","13W","Winter","13","Out",FALSE,15,13,11,21,4
1,"FMEE","RUN","Reunion Island Intl/",NA,"xlsx","14S","Summer","14","In",FALSE,6.08029197080292,6,5,8,1.5313973803095
2,"FMEE","RUN","Reunion Island Intl/",NA,"xlsx","14S","Summer","14","Out",FALSE,12.8138686131387,12,10,16,2.56598437670655
10,"FMEE","RUN","Reunion Island Intl/",NA,"xlsx","14W","Winter","14","In",FALSE,6.75,6,5,9,2.01991318157087
23,"FMEE","RUN","Reunion Island Intl/",NA,"xlsx","14W","Winter","14","Out",FALSE,12.921568627451,12,10,18,3.34453830050471
4,"FMEE","RUN","Reunion Island Intl/",NA,"xlsx","15S","Summer","15","In",FALSE,6.16206896551724,6,5,8,1.93079466099038
11,"FMEE","RUN","Reunion Island Intl/",NA,"xlsx","15S","Summer","15","Out",FALSE,12.6332179930796,12,10,16,2.57196497734225
7,"FMEE","RUN","Reunion Island Intl/",NA,"xlsx","15W","Winter","15","In",FALSE,6.04306220095694,6,4,8,1.919801221921
14,"FMEE","RUN","Reunion Island Intl/",NA,"xlsx","15W","Winter","15","Out",FALSE,13.752427184466,13,10,19,3.98801484108583
5,"FMEE","RUN","Reunion Island Intl/",NA,"xlsx","16S","Summer","16","In",FALSE,5.73114754098361,5,5,7,1.46219249844272
12,"FMEE","RUN","Reunion Island Intl/",NA,"xlsx","16S","Summer","16","Out",FALSE,12.8844884488449,12,10,16,3.36664447468186
8,"FMEE","RUN","Reunion Island Intl/",NA,"xlsx","16W","Winter","16","In",FALSE,6.39285714285714,5,5,8,3.95017039554576
15,"FMEE","RUN","Reunion Island Intl/",NA,"xlsx","16W","Winter","16","Out",FALSE,13.8923076923077,13,10,17,4.52868205352847
9,"FMEE","RUN","Reunion Island Intl/",NA,"xlsx","17W","Winter","17","In",FALSE,5.8643216080402,5,4,8,1.57848009528071
24,"FMEE","RUN","Reunion Island Intl/",NA,"xlsx","17W","Winter","17","Out",FALSE,14.0459183673469,13,11,20,4.4930640191835
1,"FMMI","TNR","Antananarivo/Ivato",NA,"pdf","11S","Summer","11","Out",FALSE,13,12,7,20,6
5,"FMMI","TNR","Antananarivo/Ivato",NA,"pdf","11S","Summer","11","In",FALSE,8,8,7,10,2
1,"FNLU","LAD","Luanda, Angola",NA,"pdf","11S","Summer","11","Out",FALSE,12,10,7,20,6
5,"FNLU","LAD","Luanda, Angola",NA,"pdf","11S","Summer","11","In",FALSE,11,11,8,16,5
2,"FNLU","LAD","Luanda, Angola",NA,"pdf","11W","Winter","11","In",FALSE,12,11,7,17,5
3,"FNLU","LAD","Luanda, Angola",NA,"pdf","11W","Winter","11","Out",FALSE,11,10,6,18,5
9,"FNLU","LAD","Luanda, Angola",NA,"pdf","12S","Summer","12","In",FALSE,12,11,8,17,4
13,"FNLU","LAD","Luanda, Angola",NA,"pdf","12S","Summer","12","Out",FALSE,11,10,6,17,5
10,"FNLU","LAD","Luanda, Angola",NA,"pdf","13S","Summer","13","In",FALSE,12,11,8,16,4
14,"FNLU","LAD","Luanda, Angola",NA,"pdf","13S","Summer","13","Out",FALSE,11,10,6,17,4
12,"FNLU","LAD","Luanda, Angola",NA,"pdf","13W","Winter","13","In",FALSE,11,10,8,16,4
16,"FNLU","LAD","Luanda, Angola",NA,"pdf","13W","Winter","13","Out",FALSE,11,9,6,17,5
1,"FNLU","LAD","Luanda, Angola",NA,"xlsx","14S","Summer","14","In",FALSE,11.9465081723626,11,8,18,4.28731418697127
2,"FNLU","LAD","Luanda, Angola",NA,"xlsx","14S","Summer","14","Out",FALSE,10.6917808219178,10,6,16,4.5445235071767
10,"FNLU","LAD","Luanda, Angola",NA,"xlsx","14W","Winter","14","In",FALSE,11.79324055666,11,8,17,4.10579636375973
23,"FNLU","LAD","Luanda, Angola",NA,"xlsx","14W","Winter","14","Out",FALSE,10.7923250564334,10,6,17,4.78376163192867
4,"FNLU","LAD","Luanda, Angola",NA,"xlsx","15S","Summer","15","In",FALSE,10.9171348314607,10,8,15,4.00564140772488
11,"FNLU","LAD","Luanda, Angola",NA,"xlsx","15S","Summer","15","Out",FALSE,10.5640194489465,10,6,16,4.36517379486331
7,"FNLU","LAD","Luanda, Angola",NA,"xlsx","15W","Winter","15","In",FALSE,10.8007518796992,10,8,15,3.44033888403484
14,"FNLU","LAD","Luanda, Angola",NA,"xlsx","15W","Winter","15","Out",FALSE,10.1199143468951,9,6,15,4.17772675638521
5,"FNLU","LAD","Luanda, Angola",NA,"xlsx","16S","Summer","16","In",FALSE,10.5420974889217,10,8,14,3.32910115931364
12,"FNLU","LAD","Luanda, Angola",NA,"xlsx","16S","Summer","16","Out",FALSE,10.5042016806723,9,6,16,4.52020147486789
8,"FNLU","LAD","Luanda, Angola",NA,"xlsx","16W","Winter","16","In",FALSE,10.2142857142857,9,8,13,5.00456806348733
15,"FNLU","LAD","Luanda, Angola",NA,"xlsx","16W","Winter","16","Out",FALSE,9.65479452054795,9,6,14,3.49273347312039
6,"FNLU","LAD","Luanda, Angola",NA,"xlsx","17S","Summer","17","In",FALSE,10.4151234567901,10,8,14,3.19856318934519
13,"FNLU","LAD","Luanda, Angola",NA,"xlsx","17S","Summer","17","Out",FALSE,10.8409506398537,10,6,18,5.39487660657065
9,"FNLU","LAD","Luanda, Angola",NA,"xlsx","17W","Winter","17","In",FALSE,9.82790697674419,9,7,13,2.84865531450957
24,"FNLU","LAD","Luanda, Angola",NA,"xlsx","17W","Winter","17","Out",FALSE,10.5459317585302,9,6,17,4.6505365265531
1,"FOOL","LBV","Libreville",NA,"pdf","11S","Summer","11","Out",FALSE,14,13,10,18,6
5,"FOOL","LBV","Libreville",NA,"pdf","11S","Summer","11","In",FALSE,5,4,3,7,2
2,"FOOL","LBV","Libreville",NA,"pdf","11W","Winter","11","In",FALSE,5,5,3,7,2
3,"FOOL","LBV","Libreville",NA,"pdf","11W","Winter","11","Out",FALSE,14,13,10,19,4
12,"FOOL","LBV","Libreville",NA,"pdf","13W","Winter","13","In",FALSE,6,6,3,8,2
16,"FOOL","LBV","Libreville",NA,"pdf","13W","Winter","13","Out",FALSE,14,14,10,19,4
7,"FOOL","LBV","Libreville",NA,"xlsx","15W","Winter","15","In",FALSE,7.21854304635762,6,4,11,3.7200251607305
14,"FOOL","LBV","Libreville",NA,"xlsx","15W","Winter","15","Out",FALSE,16.2827004219409,15,12,21,3.92301934897281
5,"FOOL","LBV","Libreville",NA,"xlsx","16S","Summer","16","In",FALSE,6.79245283018868,6,4,10,2.52275701561799
12,"FOOL","LBV","Libreville",NA,"xlsx","16S","Summer","16","Out",FALSE,17.0061728395062,16,13,23,4.37909035831859
8,"FOOL","LBV","Libreville",NA,"xlsx","16W","Winter","16","In",FALSE,6.45205479452055,6,5,9,1.84234555065312
15,"FOOL","LBV","Libreville",NA,"xlsx","16W","Winter","16","Out",FALSE,15.3067226890756,14,12,20,4.23697270903651
9,"FOOL","LBV","Libreville",NA,"xlsx","17W","Winter","17","In",FALSE,6.47552447552448,6,4,9,1.727296054418
24,"FOOL","LBV","Libreville",NA,"xlsx","17W","Winter","17","Out",FALSE,15.4377682403433,14,12,21,3.91468700001991
1,"FTTJ","NDJ","N,Djamena",NA,"pdf","11S","Summer","11","Out",FALSE,8,7,6,10,2
5,"FTTJ","NDJ","N,Djamena",NA,"pdf","11S","Summer","11","In",FALSE,4,4,2,7,2
2,"FTTJ","NDJ","N,Djamena",NA,"pdf","11W","Winter","11","In",FALSE,6,6,3,8,2
3,"FTTJ","NDJ","N,Djamena",NA,"pdf","11W","Winter","11","Out",FALSE,7,7,6,10,2
16,"FTTJ","NDJ","N,Djamena",NA,"pdf","13W","Winter","13","Out",FALSE,8,7,5,10,2
7,"FTTJ","NDJ","N,Djamena",NA,"xlsx","15W","Winter","15","In",FALSE,7.24137931034483,7,6,9,1.47807565644554
5,"FTTJ","NDJ","N,Djamena",NA,"xlsx","16S","Summer","16","In",FALSE,6.20253164556962,6,3,8,1.84342347561735
8,"FTTJ","NDJ","N,Djamena",NA,"xlsx","16W","Winter","16","In",FALSE,7.78651685393258,8,6,10,1.56286384936262
24,"FTTJ","NDJ","N,Djamena",NA,"xlsx","17W","Winter","17","Out",FALSE,8.32673267326733,8,6,11,2.34140518019026
1,"FZAA","FIH","Kinshasa/N'Djili Int",NA,"pdf","11S","Summer","11","Out",FALSE,13,12,8,19,6
5,"FZAA","FIH","Kinshasa/N'Djili Int",NA,"pdf","11S","Summer","11","In",FALSE,6,6,4,9,2
13,"FZAA","FIH","Kinshasa/N'Djili Int",NA,"pdf","12S","Summer","12","Out",FALSE,13,13,8,17,4
14,"FZAA","FIH","Kinshasa/N'Djili Int",NA,"pdf","13S","Summer","13","Out",FALSE,13,13,9,18,4
12,"FZAA","FIH","Kinshasa/N'Djili Int",NA,"pdf","13W","Winter","13","In",FALSE,8,8,4,11,3
16,"FZAA","FIH","Kinshasa/N'Djili Int",NA,"pdf","13W","Winter","13","Out",FALSE,14,13,9,20,5
1,"FZAA","FIH","Kinshasa/N'Djili Int",NA,"xlsx","14S","Summer","14","In",FALSE,8.21221864951768,8,4,12,2.8398055187453
2,"FZAA","FIH","Kinshasa/N'Djili Int",NA,"xlsx","14S","Summer","14","Out",FALSE,14.5311720698254,14,10,20,4.47321482524794
10,"FZAA","FIH","Kinshasa/N'Djili Int",NA,"xlsx","14W","Winter","14","In",FALSE,7.99159663865546,8,4,11,2.71888472518594
23,"FZAA","FIH","Kinshasa/N'Djili Int",NA,"xlsx","14W","Winter","14","Out",FALSE,14.0100334448161,13,10,18,4.06696046803287
4,"FZAA","FIH","Kinshasa/N'Djili Int",NA,"xlsx","15S","Summer","15","In",FALSE,8.37569060773481,8,4,13,3.15302522687285
11,"FZAA","FIH","Kinshasa/N'Djili Int",NA,"xlsx","15S","Summer","15","Out",FALSE,13.0631868131868,13,9,17,4.34831486415625
7,"FZAA","FIH","Kinshasa/N'Djili Int",NA,"xlsx","15W","Winter","15","In",FALSE,8.44493392070485,8,4,12,3.19018244686519
14,"FZAA","FIH","Kinshasa/N'Djili Int",NA,"xlsx","15W","Winter","15","Out",FALSE,13.1052631578947,14,8,17,3.93323563023805
5,"FZAA","FIH","Kinshasa/N'Djili Int",NA,"xlsx","16S","Summer","16","In",FALSE,8.3954802259887,8,5,11,3.05503474679756
12,"FZAA","FIH","Kinshasa/N'Djili Int",NA,"xlsx","16S","Summer","16","Out",FALSE,13.8310810810811,14,9,19,3.93487408712644
8,"FZAA","FIH","Kinshasa/N'Djili Int",NA,"xlsx","16W","Winter","16","In",FALSE,7.5972850678733,8,5,10,2.15865948622237
15,"FZAA","FIH","Kinshasa/N'Djili Int",NA,"xlsx","16W","Winter","16","Out",FALSE,13.9113300492611,13,10,20,4.49884690445631
9,"FZAA","FIH","Kinshasa/N'Djili Int",NA,"xlsx","17W","Winter","17","In",FALSE,5.79741379310345,5,4,9,2.11516729279716
24,"FZAA","FIH","Kinshasa/N'Djili Int",NA,"xlsx","17W","Winter","17","Out",FALSE,12.6807228915663,13,10,16,2.65156136192977
1,"GABS","BKO","Bamako Ville",NA,"pdf","11S","Summer","11","Out",FALSE,10,9,6,14,4
5,"GABS","BKO","Bamako Ville",NA,"pdf","11S","Summer","11","In",FALSE,7,7,4,10,3
2,"GABS","BKO","Bamako Ville",NA,"pdf","11W","Winter","11","In",FALSE,5,5,4,7,1
3,"GABS","BKO","Bamako Ville",NA,"pdf","11W","Winter","11","Out",FALSE,10,9,6,14,3
12,"GABS","BKO","Bamako Ville",NA,"pdf","13W","Winter","13","In",FALSE,5,5,3,7,1
16,"GABS","BKO","Bamako Ville",NA,"pdf","13W","Winter","13","Out",FALSE,15,15,11,19,3
7,"GABS","BKO","Bamako Ville",NA,"xlsx","15W","Winter","15","In",FALSE,4.86335403726708,4,3,7,1.55923416462192
14,"GABS","BKO","Bamako Ville",NA,"xlsx","15W","Winter","15","Out",FALSE,14.2872340425532,14,11,18,3.62587947045072
5,"GABS","BKO","Bamako Ville",NA,"xlsx","16S","Summer","16","In",FALSE,7.05035971223022,8,4,10,2.51155809366728
12,"GABS","BKO","Bamako Ville",NA,"xlsx","16S","Summer","16","Out",FALSE,14.9777777777778,14,11,19,4.89968767181019
8,"GABS","BKO","Bamako Ville",NA,"xlsx","16W","Winter","16","In",FALSE,5.03703703703704,4,3,8,1.83746579175097
15,"GABS","BKO","Bamako Ville",NA,"xlsx","16W","Winter","16","Out",FALSE,14.5691489361702,14,12,19,3.64178150550649
9,"GABS","BKO","Bamako Ville",NA,"xlsx","17W","Winter","17","In",FALSE,4.92857142857143,4,3,8,2.13036652678865
24,"GABS","BKO","Bamako Ville",NA,"xlsx","17W","Winter","17","Out",FALSE,14.618025751073,14,12,18,2.762904122294
1,"GBYD","BJL","Banjul",NA,"pdf","11S","Summer","11","Out",FALSE,9,8,6,15,3
5,"GBYD","BJL","Banjul",NA,"pdf","11S","Summer","11","In",FALSE,6,5,3,9,8
2,"GBYD","BJL","Banjul",NA,"pdf","11W","Winter","11","In",FALSE,6,5,5,8,2
3,"GBYD","BJL","Banjul",NA,"pdf","11W","Winter","11","Out",FALSE,11,10,6,15,4
12,"GBYD","BJL","Banjul",NA,"pdf","13W","Winter","13","In",FALSE,6,5,3,8,2
16,"GBYD","BJL","Banjul",NA,"pdf","13W","Winter","13","Out",FALSE,13,12,7,20,5
7,"GBYD","BJL","Banjul",NA,"xlsx","15W","Winter","15","In",FALSE,5.65909090909091,5,3,8,1.95299552832493
14,"GBYD","BJL","Banjul",NA,"xlsx","15W","Winter","15","Out",FALSE,10.6488095238095,8,7,17,5.18535464224934
5,"GBYD","BJL","Banjul",NA,"xlsx","16S","Summer","16","In",FALSE,5.5,5,3,7,6.13180315249846
12,"GBYD","BJL","Banjul",NA,"xlsx","16S","Summer","16","Out",FALSE,11,10,7,16,4.53916587553678
8,"GBYD","BJL","Banjul",NA,"xlsx","16W","Winter","16","In",FALSE,4.95918367346939,5,3,8,2.0030030571257
15,"GBYD","BJL","Banjul",NA,"xlsx","16W","Winter","16","Out",FALSE,9.43396226415094,9,7,14,2.70613064390065
9,"GBYD","BJL","Banjul",NA,"xlsx","17W","Winter","17","In",FALSE,4.71186440677966,5,3,7,2.05921582154271
24,"GBYD","BJL","Banjul",NA,"xlsx","17W","Winter","17","Out",FALSE,9.37426900584795,9,7,13,2.94263465744733
4,"GCFV","FUE","Fuerteventura",NA,"pdf","10S","Summer","10","In",FALSE,5,5,3,7,2
7,"GCFV","FUE","Fuerteventura",NA,"pdf","10S","Summer","10","Out",FALSE,11,10,7,15,4
6,"GCFV","FUE","Fuerteventura",NA,"pdf","10W","Winter","10","In",FALSE,5,5,4,7,1
8,"GCFV","FUE","Fuerteventura",NA,"pdf","10W","Winter","10","Out",FALSE,10,10,5,15,5
1,"GCFV","FUE","Fuerteventura",NA,"pdf","11S","Summer","11","Out",FALSE,10,9,5,15,4
5,"GCFV","FUE","Fuerteventura",NA,"pdf","11S","Summer","11","In",FALSE,5,4,3,6,14
2,"GCFV","FUE","Fuerteventura",NA,"pdf","11W","Winter","11","In",FALSE,4,4,3,6,2
3,"GCFV","FUE","Fuerteventura",NA,"pdf","11W","Winter","11","Out",FALSE,10,9,5,15,4
9,"GCFV","FUE","Fuerteventura",NA,"pdf","12S","Summer","12","In",FALSE,5,4,3,7,2
13,"GCFV","FUE","Fuerteventura",NA,"pdf","12S","Summer","12","Out",FALSE,10,9,5,14,4
11,"GCFV","FUE","Fuerteventura",NA,"pdf","12W","Winter","12","In",FALSE,5,5,3,7,2
15,"GCFV","FUE","Fuerteventura",NA,"pdf","12W","Winter","12","Out",FALSE,10,9,5,15,4
10,"GCFV","FUE","Fuerteventura",NA,"pdf","13S","Summer","13","In",FALSE,5,4,3,7,2
14,"GCFV","FUE","Fuerteventura",NA,"pdf","13S","Summer","13","Out",FALSE,9,9,5,15,4
12,"GCFV","FUE","Fuerteventura",NA,"pdf","13W","Winter","13","In",FALSE,5,4,3,7,2
16,"GCFV","FUE","Fuerteventura",NA,"pdf","13W","Winter","13","Out",FALSE,9,9,5,15,4
1,"GCFV","FUE","Fuerteventura",NA,"xlsx","14S","Summer","14","In",FALSE,4.73662855035042,4,3,7,2.07957350577436
2,"GCFV","FUE","Fuerteventura",NA,"xlsx","14S","Summer","14","Out",FALSE,9.59063462723352,9,5,15,4.48463111334523
10,"GCFV","FUE","Fuerteventura",NA,"xlsx","14W","Winter","14","In",FALSE,4.73304316285818,4,3,7,1.72649352457265
23,"GCFV","FUE","Fuerteventura",NA,"xlsx","14W","Winter","14","Out",FALSE,9.67892734190977,9,5,15,4.64668813552474
4,"GCFV","FUE","Fuerteventura",NA,"xlsx","15S","Summer","15","In",FALSE,4.80615989515072,4,3,7,2.11208751775319
11,"GCFV","FUE","Fuerteventura",NA,"xlsx","15S","Summer","15","Out",FALSE,8.94921926256397,9,5,13,3.96807052708925
7,"GCFV","FUE","Fuerteventura",NA,"xlsx","15W","Winter","15","In",FALSE,4.89678510998308,4,3,7,1.88181930414494
14,"GCFV","FUE","Fuerteventura",NA,"xlsx","15W","Winter","15","Out",FALSE,9.41523988711195,10,5,14,4.44060381958225
5,"GCFV","FUE","Fuerteventura",NA,"xlsx","16S","Summer","16","In",FALSE,4.76382345648401,4,3,7,2.26712901804277
